"...1","Hours_Studied","Attendance","Parental_Involvement","Access_to_Resources","Extracurricular_Activities","Sleep_Hours","Previous_Scores","Motivation_Level","Internet_Access","Tutoring_Sessions","Family_Income","Teacher_Quality","School_Type","Peer_Influence","Physical_Activity","Learning_Disabilities","Parental_Education_Level","Distance_from_Home","Gender","Exam_Score","Hours_Studied_imp","Attendance_imp","Parental_Involvement_imp","Access_to_Resources_imp","Extracurricular_Activities_imp","Sleep_Hours_imp","Previous_Scores_imp","Motivation_Level_imp","Internet_Access_imp","Tutoring_Sessions_imp","Family_Income_imp","Teacher_Quality_imp","School_Type_imp","Peer_Influence_imp","Physical_Activity_imp","Learning_Disabilities_imp","Parental_Education_Level_imp","Distance_from_Home_imp","Gender_imp","Exam_Score_imp","grupa1","grupa2"
76,25,70,"Medium","Medium","No",7,52,"Medium","Yes",1,"Medium","Medium","Public","Positive",3,"No","Postgraduate","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
77,21,77,"Low","Medium","Yes",7,90,"Medium","Yes",4,"Medium","Medium","Private","Neutral",3,"No","Postgraduate","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
78,18,81,"High","Low","Yes",8,71,"Medium","Yes",0,"Medium","Medium","Public","Neutral",3,"No","High School","Moderate","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
79,21,72,"Medium","Medium","Yes",5,57,"Medium","Yes",1,"Low","Medium","Public","Neutral",5,"Yes","College","Moderate","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
80,8,61,"Medium","Medium","Yes",7,54,"Medium","Yes",1,"High","Medium","Public","Positive",3,"No","College","Near","Male",60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
81,19,69,"Medium","High","Yes",7,82,"High","Yes",1,"Low","Medium","Public","Negative",2,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
82,22,71,"High","Medium","No",6,79,"High","Yes",1,"Low","Low","Public","Positive",3,"No","High School","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
83,29,78,"High","High","Yes",4,93,"Low","Yes",5,"Medium","High","Public","Neutral",3,"No","College","Near","Male",74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
84,17,67,"Medium","Medium","Yes",5,52,"High","Yes",2,"Medium","Medium","Private","Negative",3,"No","High School","Far","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
85,15,95,"Medium","Medium","No",7,93,"Medium","Yes",2,"Low","Medium","Public","Positive",4,"No","College","Moderate","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
86,17,88,"Medium","High","Yes",7,94,"Low","Yes",0,"Medium","Medium","Public","Neutral",3,"No","High School","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
87,25,63,"Medium","High","Yes",7,72,"Medium","Yes",3,"Medium","High","Private","Negative",4,"No","College","Far","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
88,22,86,"Low","Low","No",6,54,"Medium","Yes",2,"Medium","Medium","Public","Neutral",0,"No","High School","Moderate","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
89,17,86,"Medium","High","No",5,97,"High","Yes",3,"High","Medium","Public","Neutral",3,"No","College","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
90,23,98,"Medium","Low","Yes",7,54,"Low","Yes",0,"Medium","Medium","Public","Negative",3,"No","College","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
91,21,60,"High","Medium","No",7,80,"Medium","Yes",0,"Medium","High","Public","Neutral",4,"Yes","College","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
92,26,70,"Medium","Low","Yes",8,75,"Medium","Yes",1,"Medium","Low","Private","Neutral",4,"Yes","High School","Far","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.0"
93,16,97,"Medium","Medium","Yes",6,92,"Low","Yes",0,"High","Medium","Private","Positive",4,"No","College","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
94,18,97,"High","Medium","Yes",4,75,"Low","Yes",0,"Low","Medium","Public","Positive",3,"No","High School","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
95,18,89,"High","Medium","Yes",4,73,"Medium","Yes",3,"High","Medium","Private","Positive",2,"No","College","Near","Female",100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","5.0"
96,11,91,"Medium","Medium","No",6,94,"Medium","Yes",3,"Medium","Medium","Public","Neutral",3,"No","College","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
97,22,64,"Low","Medium","No",7,98,"Low","No",1,"Medium","Medium","Public","Negative",3,"No","High School","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
98,22,81,"Medium","Medium","Yes",7,77,"Low","Yes",2,"Medium","Medium","Public","Positive",3,"No","Postgraduate","Far","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
99,20,69,"High","High","Yes",6,73,"Medium","Yes",2,"Low","Medium","Private","Positive",3,"No","High School","Far","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
100,19,67,"Low","Medium","No",5,92,"High","Yes",0,"Medium","Medium","Public","Positive",3,"No","College","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
101,12,92,"Medium","Medium","No",4,92,"High","Yes",2,"Medium","High","Public","Neutral",3,"Yes","High School","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
102,17,65,"Medium","High","Yes",7,66,"Medium","Yes",1,"High","High","Public","Neutral",4,"Yes","Postgraduate","Moderate","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
103,18,79,"Medium","Medium","Yes",7,79,"Medium","Yes",0,"Low","High","Private","Neutral",3,"No","College","Far","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
104,15,98,"High","Medium","No",6,58,"High","Yes",0,"Low","High","Public","Positive",3,"No","College","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
105,19,67,"Medium","Medium","No",5,82,"High","Yes",1,"Low","Low","Private","Negative",3,"No","High School","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
106,22,99,"Medium","Low","Yes",6,92,"Low","Yes",3,"Medium","Medium","Public","Negative",4,"No","Postgraduate","Moderate","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
107,20,100,"Medium","Medium","No",7,59,"Medium","Yes",2,"High","High","Public","Positive",5,"No","Postgraduate","Moderate","Male",76,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
108,21,82,"Medium","High","Yes",7,66,"High","Yes",3,"Low","Medium","Public","Positive",3,"Yes","College","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
109,22,67,"Medium","Medium","Yes",7,72,"High","Yes",3,"Low","High","Public","Positive",2,"No","Postgraduate","Moderate","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
110,20,73,"High","Medium","Yes",9,92,"Medium","Yes",2,"Medium","High","Public","Positive",3,"No","College","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
111,8,77,"High","Medium","Yes",6,87,"Medium","Yes",0,"Low","Medium","Public","Neutral",2,"No","High School","Moderate","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
112,20,72,"Medium","Medium","No",9,66,"Medium","Yes",3,"Low","High","Private","Positive",3,"No","Postgraduate","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
113,20,71,"Low","High","Yes",7,62,"High","Yes",2,"Medium","Medium","Public","Negative",5,"No","College","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
114,27,99,"High","High","Yes",7,85,"Low","Yes",2,"Medium","High","Private","Neutral",2,"No","Postgraduate","Near","Female",79,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
115,19,66,"Medium","Medium","No",8,74,"Medium","Yes",1,"High","Medium","Public","Neutral",3,"No","High School","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
116,22,89,"High","High","Yes",6,80,"Medium","Yes",1,"High","High","Public","Positive",3,"No","High School","Near","Female",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
117,20,60,"Low","High","No",7,82,"High","Yes",2,"Low","High","Public","Positive",4,"Yes","High School","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
118,13,84,"Medium","Medium","No",5,78,"Medium","Yes",1,"Low","High","Public","Positive",2,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
119,27,97,"Low","High","Yes",8,81,"Medium","Yes",0,"High","Medium","Public","Positive",5,"No","High School","Near","Female",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
120,25,72,"High","High","Yes",8,94,"Low","Yes",2,"Low","Medium","Private","Positive",4,"No","College","Moderate","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
121,25,67,"High","Medium","No",9,93,"High","Yes",2,"Low","High","Public","Positive",3,"Yes","High School","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
122,15,86,"Medium","Medium","Yes",7,57,"Medium","Yes",1,"Medium","Medium","Public","Negative",3,"No","College","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
123,28,89,"Low","High","Yes",9,79,"High","Yes",0,"Low","Medium","Private","Positive",1,"No","College","Moderate","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
124,12,88,"Low","Medium","No",6,72,"Low","Yes",2,"Medium","Medium","Public","Positive",2,"No","College","Far","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
125,24,73,"Medium","High","Yes",8,64,"Medium","Yes",4,"High","Medium","Private","Neutral",3,"Yes","College","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
126,9,70,"Medium","Medium","Yes",6,82,"Low","Yes",1,"Low","High","Public","Neutral",4,"No","College","Near","Male",69,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
127,14,98,"Medium","Medium","No",7,76,"Medium","Yes",0,"Medium","High","Private","Positive",4,"No","College","Moderate","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"poniżej 16","3.5"
128,17,97,"Medium","Medium","No",8,89,"Medium","Yes",1,"Low","Medium","Public","Neutral",4,"No","High School","Far","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
129,21,78,"Medium","Medium","Yes",10,55,"Medium","Yes",1,"High","Low","Private","Positive",2,"No","College","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
130,17,94,"Low","Medium","Yes",8,65,"Low","Yes",4,"Medium","Medium","Public","Neutral",6,"No","High School","Far","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
131,11,78,"Medium","High","Yes",8,51,"Medium","Yes",2,"Low","Medium","Public","Neutral",3,"No","Postgraduate","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
132,20,77,"Medium","Medium","No",6,87,"Low","Yes",0,"Low","High","Public","Positive",4,"No","High School","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
133,14,66,"High","Low","No",7,96,"Medium","Yes",3,"Low","High","Public","Negative",3,"No","High School","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
134,23,77,"Medium","Medium","Yes",7,79,"Medium","Yes",0,"Low","High","Public","Neutral",2,"No","High School","Moderate","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
135,14,81,"Medium","Medium","No",9,81,"Medium","Yes",1,"Low","High","Private","Negative",3,"No","Postgraduate","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
136,29,61,"Medium","High","Yes",7,52,"Low","Yes",3,"Low","Medium","Private","Positive",3,"No","College","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
137,15,78,"High","High","No",8,75,"Low","Yes",1,"Low","Medium","Public","Negative",1,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
138,18,91,"Low","Medium","Yes",5,76,"Medium","Yes",1,"Medium","Medium","Public","Neutral",3,"No","High School","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
139,25,87,"Medium","Low","No",9,52,"High","Yes",1,"Low","High","Private","Positive",2,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
140,13,85,"High","Medium","No",6,89,"Medium","Yes",0,"High","Medium","Private","Neutral",1,"Yes","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
141,21,96,"Medium","Medium","No",8,64,"High","Yes",2,"Medium","High","Public","Neutral",0,"No","College","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
142,28,61,"Medium","High","No",6,86,"High","Yes",1,"Low","Medium","Private","Negative",3,"Yes","Postgraduate","Far","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.0"
143,10,82,"Medium","Low","No",8,70,"Medium","Yes",3,"Low","High","Public","Positive",1,"Yes","Postgraduate","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
144,21,91,"High","Medium","No",8,100,"Medium","Yes",0,"High","Medium","Private","Neutral",2,"No","Postgraduate","Near","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
145,22,82,"Medium","Medium","No",9,61,"Medium","Yes",2,"Low","Medium","Public","Negative",2,"Yes","High School","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
146,25,73,"Medium","High","No",8,53,"High","No",0,"Low","High","Private","Negative",5,"No","Postgraduate","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
147,13,65,"Low","High","No",6,99,"Medium","Yes",0,"Low","Medium","Private","Negative",4,"No","High School","Near","Male",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
148,12,96,"Low","High","Yes",8,62,"Medium","Yes",2,"Medium","High","Public","Negative",3,"No","College","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
149,23,79,"High","High","Yes",8,82,"Low","Yes",3,"Medium","Medium","Public","Negative",3,"Yes","Postgraduate","Moderate","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
150,22,95,"Medium","High","Yes",6,69,"Medium","Yes",1,"High","Medium","Public","Positive",3,"No","College","Near","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
151,22,83,"Medium","High","Yes",5,82,"Medium","Yes",2,"Low","High","Public","Positive",3,"No","Postgraduate","Near","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
152,22,87,"High","High","No",5,80,"Low","Yes",2,"Low","High","Public","Negative",3,"No","High School","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
153,16,92,"Medium","High","Yes",5,85,"Low","Yes",1,"Low","Medium","Public","Neutral",2,"No","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
